"name"
"GI Bleed or Ulcer"
"Diastolic blood pressure recording codes"
"Smoking Status (P18)"
"Attention Deficit Hyperactivity disorder in remission codes"
"Dry powder inhaler not indicated codes"
"Fracture of wrist"
"Thrombophilia"
"All Injectable Zuclopenthixol"
"Novavax vaccination medication code"
"Angiotensin-converting enzyme (ACE) inhibitor contraindications (expiring) codes"
"FEV1 and FVC ratio codes indicating ratio of less than 0.7 or 70 per cent (obsolete)"
"Gastro oesophageal reflux disease (GORD) diagnosis codes"
"Pharmacy First - Impetigo treatment"
"Antiepileptic"
"Echocardiography referral"
"COVID booster admin code (earliest)"
"Dissent withdrawn from secondary use of GP patient identifiable data"
"Black or African or Caribbean or Black British Any other Black or African or Caribbean background ethnicity group codes (2016 grouping)"
"Peptic ulcer disease - Elixhauser primary care"
"Unpaid carer codes"
"Rheumatoid arthritis review codes"
"Palliative care codes"
"Pleural effusion"
"1531 - Inflammatory bowel disease"
"Primary Malignancy_Stomach"
"Pneumococcal Vaccination Clinical Codes that it is unclear of intention"
"Chemotherapy non-drug concept codes"
"Dementia (SNOMED)"
"Dual energy X-ray absorptiometry (DXA) scan result of osteoporotic without a value codes"
"Primary Malignancy_biliary tract"
"Lithium and other mood stabilisers"
"Influenza Vaccination Clinical Codes - Unclear"
"National diabetes audit (NDA) pre-diabetes codes"
"Varicose veins"
"Li Level (M4)"
"Transplant - ileum_2 (SPL-HES) (OPCS4)"
"VSL#3 and Vivomixx"
"Spondylosis"
"Hemiplegia or paraplegia - Charlson primary care"
"Sulfonamides and trimethoprim (antibacterials)"
"Ambulatory Continuous Glucose Monitoring testing and devices codes"
"Transplant - ileum_1 (SPL-HES) (OPCS4)"
"Kidney Transplant"
"Female infertility"
"Vitamin D Insufficiency"
"Down syndrome"
"NHS England Low Priority Treatment - dosulepin"
"Consent to share demographic information for retinal screening codes"
"Incident Stroke"
"Total cholesterol codes with a value"
"Multimorbidity_heart failure"
"Pulmonary collapse (excl pneumothorax)"
"hearing_loss"
"Chronic paediatric conditions: Other neurological (excluding epilepsy and headaches)"
"Angiotensin-converting enzyme (ACE) inhibitor contraindications (expiring) codes (obsolete)"
"selective serotonin reuptake inhibitor (SSRI) adds"
"Trancheitis Primary care"
"Pertussis or Whooping cough Primary care"
"Symptoms: chest pain without confirmed diagnosis"
"Infections of Other or unspecified organs"
"Hemiplegia"
"Giant Cell Arteritis (GCA) codes"
"Intranasal seasonal influenza vaccine drug codes"
"Heart failure resolved codes"
"Poly adenosine disphosphate-ribose polymerase (PARP) inhibitors systemic medication codes"
"Major Adverse Cardiac Events (MACE)"
"Alcohol Status"
"atrial_fibrilation"
"Low and medium intensity statins"
"historic anxiety and depression diagnosis codes"
"Transplant - ileum_2  Y codes (SPL-HES) (OPCS4)"
"Calcium test result codes"
"Absence of Appendix"
"Codes relating to recordings of flash glucose monitoring declined"
"Alcohol Use Disorders Identification Test (AUDIT) codes"
"Acerbose"
"Glycated haemoglobin (HbA1c) tests (numerical value)"
"Codes indicating adverse reaction to inclisiran"
"National diabetes audit (NDA) and audit specific dissent codes"
"Other interstitial pulmonary diseases with fibrosis"
"Learning Disability"
"Thyroid Function Tests"
"Embolism or thrombosis of aorta"
"Anxiety"
"Blood pressure recording codes excluding home and ambulatory blood pressure"
"Blood Pressure Measurement"
"Codes indicating the patient has chosen not to receive dementia care plan"
"Anxiety screening codes"
"End-Stage Renal Disease (ESRD)"
"Intellectual disability including Down's Syndrome"
"Blood Pressure recorded at home codes (obsolete)"
"Hypertension diagnosis codes"
"Aspiration pneumonitis"
"Sore Throat"
"Dementia"
"Type 2 Diabetes (Exclusion Codes)"
"Death by neoplasms (natural cause)"
"Secondary Malignancy_Brain, Other CNS and Intracranial"
"Symptoms: pain"
"HibMenC vaccination contraindication codes"
"Lewy body dementia codes"
"COVID-19 vaccination medication code (any)"
"Fast track cancer referral codes"
"Mesalazine"
"Codes indicating the patient has chosen not to have a foot examination"
"symptom colorectal IDA"
"White Blood Cells"
"Cardiovascular Disease"
"Codes indicating adverse reaction to atorvastatin"
"Alanine aminotransferase (ALT) tests"
"Codes indicating proactive care provided"
"RSV Identification (Prescriptions) - Maximal Sensitivity - dmd"
"Cancer excluding lung and haematological (SNOMED)"
"Non-haematological cancer diagnosis codes with or without associated treatment"
"Breast cancer screening codes"
"Abdominal Aortic Aneurysm (AAA)"
"Peripheral arterial disease (PAD) diagnostic codes"
"Diabetes (Drug Code)"
"CKD stage 5 (SNOMED CT)"
"Mixed or multiple ethnic groups White and Black African ethnicity group codes (2016 grouping)"
"Atrial fibrillation - Clinical finding"
"Mild and intermittent asthma diagnosis codes"
"Antipsychotic drugs codes used for psychosis"
"Amiodarone (M2)"
"Epilepsy seizure frequency codes"
"COVID identification in primary care - historic case"
"Heart failure medication"
"has_fracture_hip_wrist_spine_humerus"
"Codes indicating the patient has chosen not to receive a learning disability (LD) health check"
"Osteoarthritis (excl spine)"
"Thrombotic Thrombocytopenia Purpura (TTP) codes"
"Leiomyoma of uterus"
"Pharmacy First - Shingles treatment - dmd"
"Express consent for enriched Summary Care Record (SCR) codes"
"Angiotensin-converting enzyme (ACE) inhibitor contraindications (persisting)"
"Weight measured codes (obsolete)"
"Diphtheria tetanus and pertussis containing vaccine contraindication codes"
"Hemiplegia and paraplegia"
"ARBs"
"Acute Myocardial Infarction (AMI)"
"Zuclopenthixol Acetate"
"Neurological disorders"
"Chronic paediatric conditions: Headaches"
"Lithium Drug Codes"
"Drug abuse - Elixhauser primary care"
"Multidisciplinary meeting codes"
"Multiple sclerosis (ICD10) V1.3"
"Codes indicating patient chose not to receive a Pertussis vaccination in pregnancy (obsolete)"
"Meglitinide"
"Hyposplenism"
"Inclisiran drug codes"
"COVID-19 Exclusion (Primary Care) - Maximal Sensitivity"
"Nursing home residency codes"
"Bipolar Disorder and Other Mood Related Disorders"
"IFCC HbA1c monitoring range codes"
"Pre-conception advice inappropriate or declined exception codes"
"Primary Malignancy_Pancreatic"
"Shared Decision making codes"
"Referral to NHS diabetes prevention programme offered or declined"
"Body mass index (BMI) codes &gt;= 30 without an associated BMI value"
"Bempedoic acid drug codes"
"Clinical frailty score codes"
"History of Atrial fibrillation or flutter codes"
"Invite for atrial fibrillation care review codes"
"Registration with general practitioner practice aligned to care home declined codes"
"declined course/dose COVID vaccination"
"Current carer codes"
"Left bundle branch block"
"Amputation of lower limb"
"Homelessness"
"Multiple Sclerosis (SNOMED CT)"
"Restless leg syndrome (SNOMED-CT) V1.3"
"Alopecia areata"
"History of Atrial fibrillation or flutter codes (obsolete)"
"Pharmacy First - Sinusitis condition"
"National diabetes audit (NDA) diabetes mellitus codes to determine diabetes type for the audit"
"Borderline Personality Disorder"
"Visual impairment and blindness"
"Rheumatoid arthritis disorders (obsolete)"
"Lithium levels"
"Remdesivir"
"Alcohol-Related Mortality"
"Non cardio-selective beta-blocker Rx"
"Codes for Medical Research Council (MRC) breathlessness scale score"
"Codes indicating the patient has chosen not to receive a direct oral anticoagulant (DOAC)"
"Respiratory disorders"
"Retinal detachments and breaks"
"Body mass index (BMI) codes"
"OsteoArthritis"
"Enthesopathies & synovial disorders"
"Other psychoactive substance misuse"
"Restoration of childbearing potential (female patients)"
"Long acting opioids 50mg to 119mg per day OME"
"Myasthenia Gravis (ICD-10)"
"Ethnicity (SNOMED)"
"Invite for asthma care review codes"
"Nasal polyp"
"Cancer Comorbidities"
"Hormone Replacement Drugs"
"Lymphoma - Elixhauser primary care"
"Symptoms: earache"
"RA / SLE / Psoriasis (SNOMED)"
"COPD medications (BNF)"
"Flu vaccination no consent codes"
"Methotrexate - oral"
"Home and ambulatory blood pressure recording codes"
"COVID-19 Vaccination - Did not attend first appointment"
"NHS England Low Priority Treatment - Minocycline"
"Codes indicating the patient has chosen not to receive smoking quality indicator care"
"Death by diseases of the respiratory system (natural cause)"
"Codes indicating the patient has chosen not to receive a spirometry test"
"Alcoholic liver disease"
"Thyroid stimulating hormone (TSH) testing"
"Atrioventricular block, second degree"
"Frailty assessment codes"
"Any Dementia (SNOMED-CT) V1.3"
"NHS England Care Homes residential status"
"Living temporarily in care home codes (obsolete)"
"Hemorrhagic stroke"
"Valvular disease - Elixhauser primary care"
"Invite for atrial fibrillation care review"
"Chronic kidney disease (CKD) stage 4 and 5 codes"
"Other Chronic Respiratory Disease"
"National diabetes audit (NDA) blood pressure (BP) codes"
"Transplant"
"COVID-19 Exclusion (Secondary Care) - Maximal Sensitivity"
"Asian or Asian British Indian ethnicity group codes (2016 grouping)"
"Glucose (fasting) level"
"Irregular pulse codes"
"Charlson Comorbidities"
"Secondary hyperlipidaemia or hypercholesterolemia codes"
"Atypical APDs"
"Ethnic Status"
"Lithium Level"
"Symptoms: peripheral neuropathy"
"Extended intervention for excessive alcohol consumption codes"
"Multimorbidity_irritable bowel syndrome"
"Gestational Diabetes Codes"
"Body mass index (BMI) underweight codes"
"Loop diuretic medication codes"
"Trancheitis Secondary care"
"NHS England Low Priority Treatment - doxazosin modified release"
"Lower limb fracture"
"Asthma annual review QOF"
"Codes indicating contraindication to any statin"
"Vitamin K antagonist contraindicated codes"
"Pertussis or Whooping cough Secondary care"
"Antiphospholipid syndrome"
"Otitis Media"
"Symptoms: rashes"
"Alcohol"
"Haloperidol subcutaneous dm+d"
"Retinal Screening"
"Pneumococcal conjugate vaccines"
"Cholesterol tests"
"Transplant codes with associated risk of immunosuppression (obsolete)"
"historic codes and early-onset obesity codes"
"Social Dysfunction"
"Multiple valve dz"
"Sodium tests"
"Transplant - replacement of organ (SPL-HES) (OPCS4)"
"has_blood_bone_cancer"
"EuroLinkCAT Congenital Anomalies in Welsh Education"
"Autism diagnosis codes"
"Hypertension drugs"
"Direct oral anticoagulant (DOAC) contraindicated codes"
"Primary Malignancy_Mesothelioma"
"Heart failure (A&amp;E)"
"NHS England Low Priority Treatment - homeopathy"
"Codes for declined to give urine specimen"
"Mixed or multiple ethnic groups White and Asian ethnicity group codes (2016 grouping) (obsolete)"
"Codes indicating patient chose not to be referred for assessment for familial hypercholesterolemia"
"Codes indicating the patient has chosen not to have breast cancer screening"
"Male infertility"
"COVID identification in primary care - potential historic case"
"Moving to new residence and other non-care home living status codes"
"PFIZER/BIONTEC vaccination medication code"
"Levomepromazine - Subcutaneous"
"Seasonal influenza inactivated vaccine second dose given by other healthcare provider codes"
"has_pulmhype_or_fibrosis"
"Antileprotic drugs (antibacterials)"
"Asthma medications (BNF)"
"Rheumatoid arthritis diagnosis codes"
"Codes for proteinuria for chronic kidney disease (CKD)"
"Post-term infant"
"chronic_kidney_disease"
"Multimorbidity_atrial fibrillation"
"First hepatitis B vaccination codes"
"Alcohol Intervention and Advice codes (obsolete)"
"Codes for pulmonary rehabilitation programme unavailable"
"Epilepsy diagnosis codes"
"Janusae kinase (JAK) inhibitors and other small-molecule inhibitors systemic medication codes"
"Medication checked codes"
"Spirometry"
"Symptoms: depression"
"Cefalexin (oral)"
"All paracetamol and co-codamol tabs and caps"
"Ischaemic Heart Disease"
"5-in-1 Diphtheria tetanus pertussis polio and Haemophilus influenzae type b vaccine administration codes"
"Multimorbidity_alcoholproblems"
"Otitismedia"
"Ptosis of eyelid"
"Attention-deficit/hyperactivity disorder (ADHD)"
"Structured medication review declined codes"
"Multimorbidity_COPD"
"Body Mass Index (P17)"
"Molnupiravir - dmd"
"Recombinant herpes zoster first vaccination codes"
"Antiplatelets secondary prevention (primary for diabetes mellitus)"
"COVID19 testing, diagnoses and related activity codes (obsolete)"
"Huntington's (ICD-10)"
"Pharmacy First - Urinary Tract Infection condition"
"Sickle (SPL-HES) (ICD-10)"
"Extra Referral Codes"
"Epilepsy aetiologies and epilepsy phenotyping (Genetic, structural, inflammatory, metabolic, infective and epilepsy syndromes)"
"Rheumatic fever"
"vitamin-d-deficiency-symptoms"
"ICD-10 Chapter XIII"
"Gastroprotection"
"Codes for glucose monitoring strips"
"Long-acting insulin analogues"
"Cystic Fibrosis carriers & related conditions"
"Pericardial effusion, non-inflammatory"
"Disorders with possible learning disability codes"
"Codes indicating care home residency"
"Lower Respiratory Tract Infection"
"Osteoporosis"
"Influenza Vaccination"
"Aplastic Anaemia (SNOMED)"
"incident heart failure"
"Rhinitis Primary care"
"Anterior and Intermediate Uveitis"
"Insulin pump and closed loop device codes"
"Personality disorders"
"Serious Mental Illness (SMI) Drugs"
"Anxiolytic Hypnotic"
"Atrial Fibrillation (AF)"
"Antidiabetic Medications"
"COPD exacerbation medications (BNF)"
"Major Bleeding - ICD-10"
"Psychosocial assessment codes"
"Benign neoplasm and polyp of uterus"
"Chronic kidney disease (CKD) stage 3 4 and 5 codes"
"Congenital anomalies in children"
"Depression diagnosis codes"
"Hyoscine hydrobromide subcutaneous"
"Insomnia"
"Ca127"
"Paxlovid (nirmatrelvir/ritonavir) absolute contraindications - dmd"
"Proprotein convertase subtilisin kexin type inhibitor drug contraindicated codes"
"Cholecystitis"
"Crohn's disease"
"Orthopaedic Surgery Fasciotomy Procedure OPCS codes"
"Codes indicating patient chose not to be referred to Community Pharmacist Consultation Service"
"Height (SNOMED)"
"Pregabalin"
"Codes indicating the patient has chosen not to receive dipyridamole"
"Empyema or pyothorax or purulent pleuritis Primary care"
"Spirometry codes for asthma"
"Primary pulmonary hypertension"
"Asthma Secondary care"
"Myasthenia gravis"
"Congestive heart failure - Elixhauser primary care"
"HPV vaccination third dose codes"
"COPD exacerbations"
"Percutaneous coronary intervention"
"Acute bronchitis Primary care"
"Neuropathic pain"
"Pulse Oximetry - NHS Digtial COVID at Home"
"Hypertension resolved codes"
"Heart failure codes"
"Pharmacy First - Any PGD oral antibiotic - dmd"
"Dipyridamole contraindications codes (expiring)"
"COVID Identification in primary care - exposure to disease"
"Lymphoproliferative disorders"
"Acute Nasopharyngitis Secondary care"
"Branded salbutamol - Salamol"
"Postcoital and contact bleeding"
"COPD exacerbation secondary care"
"Back Pain"
"Personality Disorder"
"Asthma Diagnosis code"
"Atrial fibrillation codes"
"Codes indicating the patient has chosen not to receive a weight management intervention"
"Idiopathic membranous glomerulonephritis codes"
"Dementia (Complete)"
"Symptoms: abdominal pain"
"Systolic blood pressure recording codes"
"Other Neurological Conditions (SNOMED)"
"Asthma Diagnosis"
"MenACWY vaccine codes"
"Cholelithiasis"
"Falls codes"
"Other nervous system infections"
"Antiplatelet Agents"
"Self-harm"
"Pharmacy First - Infected insect bites treatment"
"Black or African or Caribbean or Black British Any other Black or African or Caribbean background ethnicity group codes (2016 grouping) (obsolete)"
"Benign neoplasm of brain and other parts of central nervous system"
"Hypothyroidism exception codes"
"Dementia care plan review codes"
"Fracture risk assessment tool adjusted for rheumatoid arthritis (RA)"
"Asian or Asian British Pakistani ethnicity group codes (2016 grouping) (obsolete)"
"Simple Anallgesic Medications"
"All opioids"
"Codes indicating the patient has chosen not to receive rheumatoid arthritis quality indicator care"
"COVID-19 Identification (Prescriptions) - Maximal Sensitivity"
"Immunosuppression codes (expiring)"
"Codes for cervical screening quality indicator care unsuitable for patient"
"Attended diabetes structured education programme codes"
"Alzheimer's Disease (ICD10) V1.3"
"Seen by a Health and Wellbeing Coach codes"
"Lung Cancer"
"NHS England Low Priority Treatment - co-proxamol"
"Calcium Blockers"
"Inclisiran contraindicated codes"
"Epilepsy exception codes"
"Paget's Disease"
"Clopidogrel drug codes"
"Weak Simple Opioid Medications"
"MMRV second dose vaccination codes"
"Screen Breast"
"Ethnicity"
"Depression Anxiety Comorbidities"
"NHS England Low Priority Treatment - Higher Cost Insulin Pen Needles"
"Empyema or pyothorax or purulent pleuritis Secondary care"
"Symptoms: palpitations"
"Serious Mental Illness (SMI)"
"Chronic paediatric conditions: Metabolic"
"Sudden Cardiac Death (SCD)"
"Betablockers (P1)"
"Chronic neurological disease (CND) codes"
"White English or Welsh or Scottish or Northern Irish or British ethnicity group codes (2016 grouping)"
"Sinusitis"
"declined 3rd COVID vaccination"
"Immunosuppression due to HIV AIDS (ICD10)"
"Other neurological disorders - Elixhauser primary care"
"Actinic keratosis"
"Indigestion"
"Artery dissection"
"Dermatitis (atopc/contact/other/unspecified)"
"Liver Cirrhosis (ICD-10)"
"Cancer safety netting codes"
"sinusitis"
"Motor neurone disease codes"
"Cardiovascular disorders"
"Atherosclerosis of aorta"
"Gastrointestinal bleeding ICD-10"
"Amputation OPCS-4 procedure codes"
"Mixed or multiple ethnic groups Any other Mixed or multiple ethnic background ethnicity group codes (2016 grouping)"
"NHS England Low Priority Treatment - travel vaccines"
"Severe asthma drug treatment codes"
"Drug use"
"Long acting opioids greater than or equal to 120mg per day OME"
"Migraine"
"Diabetes mellitus codes for pneumococcal service"
"Combination blood pressure medication"
"CRP level"
"Chronic ischaemic heart disease, unspecified"
"GI Bleed or Ulcer (SNOMED)"
"Invs - Other"
"Pharmacy First - Impetigo treatment full dmd codelist"
"Direct renin inhibitors codes"
"Charlson comorbidity index (Charlson 1987)"
"Smoking pharmacotherapy codes"
"Vitamin D"
"- estimated glomerular filtration rate (eGFR)"
"Psychosis and schizophrenia and bipolar affective disease codes"
"Sirolimus systemic medication codes"
"Blood Pressure recorded at home codes"
"Downs Syndrome (ICD-10)"
"Immunosupression (PCDCluster) (SNOMED CT)"
"Codes indicating adverse reaction to bempedoic acid"
"Exercise Testing"
"Disseminated intravascular coagulation"
"RSV Identification (Primary Care) - Maximal Sensitivity"
"Cerebrospinal fluid shunt codes"
"1531 - End-stage renal disease"
"Multiple sclerosis codes"
"Interpreter required"
"Hypothyroidism diagnosis codes"
"Autograft stem cell transplant codes"
"Angiotensin-Iireceptorantagonists"
"Gestational Diabetes"
"High dose ICS Inhalers"
"Surgery Emergency OPCS-4 codes WITHOUT complication codes"
"Codes indicating patient chosen not to undertake home blood pressure measurement (HBPM)"
"Volvulus"
"Creatinine tests (level)"
"Severe Mental Illness codes"
"Influenza Identification (Primary Care)"
"COVID identification in primary care - suspected covid - had test"
"Any Dementia (SNOMED-CT) V1.4"
"Echocardiogram (Echo) codes"
"Pharmacy First - Impetigo condition"
"Death by diseases of the eye and adnexa (natural cause)"
"Macular degeneration"
"Quinolones (antibacterials)"
"Haemangioma, any site"
"Liver sclerosis diagnosis codes"
"Simvastatin high intensity drug codes"
"Endometrial hyperplasia and hypertrophy"
"Rotavirus vaccination exception reporting codes"
"4-in-1 Diphtheria tetanus pertussis and polio vaccine administration codes"
"Other haemolytic anaemias"
"Ferritin"
"Bifascicular block"
"Lithium - oral (dm+d)"
"High cost tramadol"
"Pulmonary fibrosis (interstitial lung disease)"
"No permanent address residency codes"
"Codes for relevant malignancies"
"Antihypertensive Drugs"
"Hepatitis C associated with glomerulonephritis codes"
"Breast Cancer Gene (P19)"
"Down's syndrome"
"Dementia medication review codes"
"Cerebrospinal fluid leak codes"
"Pneumonia Secondary care"
"Glycated haemoglobin (HbA1c) tests — IFCC standardised"
"Electronic Frailty Index (EFI) score codes"
"Secondary Malignancy_Bowel"
"Venous thromboembolism (current) by type - secondary care and mortality data"
"Monoclonal tumour necrosis factor inhibitors (TNFi) systemic medication codes"
"Paroxysmal supraventricular tachycardia"
"Peptic (P3)"
"Bronchiectasis"
